"ID"	"date"	"taxa"	"AQEM_taxon_ID"	"group"	"family"	"genus"	"abundance_m2"	"generation_time"	"sensitive"	"exposed"	"refuge_taxon"	"SPEciesAtRisk"
"S90"	"2019-06-04"	"Colymbetinae Gen. sp."	17652	"Coleoptera"	"Dytiscidae"	"Colymbetinae"	0.8	1	-0.81	0	1	0
"S90"	"2019-06-04"	"Hyphydrus ovatus"	18296	"Coleoptera"	"Dytiscidae"	"Hyphydrus"	0.8	1	-0.81	0	1	0
"S90"	"2019-06-04"	"Dytiscus marginalis"	17763	"Coleoptera"	"Dytiscidae"	"Dytiscus"	0.8	1	-0.81	0	1	0
"S90"	"2019-06-04"	"Dytiscinae Gen. sp."	17757	"Coleoptera"	"Dytiscidae"	"Dytiscinae"	4	1	-0.81	0	1	0
"S90"	"2019-06-04"	"Ephemeroptera Gen. sp."	8714	"Ephemeroptera"	"Ephemeroptera"	"Ephemeroptera"	8.8	1	-0.3	1	1	1
"S90"	"2019-06-04"	"Gammarus roeselii"	5292	"Crustacea"	"Gammaridae"	"Gammarus"	263.2	0.58	0.16	0	1	0
"S90"	"2019-06-04"	"Haliplus sp."	17901	"Coleoptera"	"Haliplidae"	"Haliplus"	0.8	1	-1.83	1	1	0
"S90"	"2019-06-04"	"Veliidae Gen. sp."	8468	"Heteroptera"	"Veliidae"	"Veliidae"	7.2	1	-0.56	1	1	0
"S90"	"2019-06-04"	"Hydrophilidae Gen. sp."	18186	"Coleoptera"	"Hydrophilidae"	"Hydrophilidae"	0.8	1	-0.89	1	1	0
"S90"	"2019-06-04"	"Libellulidae Gen. sp."	8411	"Odonata"	"Libellulidae"	"Libellulidae"	1.6	1.5	-0.96	1	1	0
"S90"	"2019-06-04"	"Limnephilus binotatus"	5818	"Trichoptera"	"Limnephilidae"	"Limnephilus"	4.8	1	-0.06	1	1	1
"S90"	"2019-06-04"	"Notonecta sp."	6139	"Heteroptera"	"Notonectidae"	"Notonecta"	24	1	-0.82	1	1	0
"S90"	"2019-06-04"	"Oligochaeta Gen. sp."	8736	"Oligochaeta"	"Oligochaeta"	"Oligochaeta"	32	0.5	-1.1	1	1	0
"S90"	"2019-06-04"	"Sialis fuliginosa"	6821	"Megaloptera"	"Sialidae"	"Sialis"	1.6	2	-0.06	1	1	1
"S90"	"2019-06-04"	"Sialis lutaria"	6822	"Megaloptera"	"Sialidae"	"Sialis"	4.8	2	-0.06	1	1	1
"S90"	"2019-06-04"	"Sphaerium corneum"	6882	"Bivalvia"	"Sphaeriidae"	"Sphaerium"	32.8	1	-2.09	1	1	0
"S90"	"2019-06-04"	"Stratiomyiidae Gen. sp."	8761	"Diptera"	"Stratiomyiidae"	"Stratiomyiidae"	2.4	0.33	-0.35	1	1	0
"S91"	"2018-06-05"	"Baetis vernus"	4427	"Ephemeroptera"	"Baetidae"	"Baetis"	10.4	0.5	-0.25	1	1	1
"S91"	"2018-06-05"	"Baetis rhodani"	4415	"Ephemeroptera"	"Baetidae"	"Baetis"	3.2	0.5	0.02	0	1	0
"S91"	"2018-06-05"	"Ceratopogonidae Gen. sp."	4585	"Diptera"	"Ceratopogonidae"	"Ceratopogonidae"	1.6	0.33	-0.35	1	1	0
"S91"	"2018-06-05"	"Tanypodinae Gen. sp."	6972	"Diptera"	"Chironomidae"	"Tanypodinae"	8	0.42	-0.39	0	1	0
"S91"	"2018-06-05"	"Diplectrona felix"	4983	"Trichoptera"	"Hydropsychidae"	"Diplectrona"	0.8	1	-1.03	1	1	0
"S91"	"2018-06-05"	"Dicranota sp."	4955	"Diptera"	"Pediciidae"	"Dicranota"	4.8					
"S91"	"2018-06-05"	"Elmis sp."	17779	"Coleoptera"	"Elmidae"	"Elmis"	4	2	-1.15	1	1	0
"S91"	"2018-06-05"	"Stenelmis sp."	18724	"Coleoptera"	"Elmidae"	"Stenelmis"	3.2	2	-1.15	1	1	0
"S91"	"2018-06-05"	"Elmis maugetii"	17774	"Coleoptera"	"Elmidae"	"Elmis"	4	2	-1.15	1	1	0
"S91"	"2018-06-05"	"Ephemera danica"	5124	"Ephemeroptera"	"Ephemeridae"	"Ephemera"	32.8	2	-0.3	1	0	0
"S91"	"2018-06-05"	"Erpobdella octoculata"	5159	"Hirudinea"	"Erpobdellidae"	"Erpobdella"	16	1	-0.41	1	1	0
"S91"	"2018-06-05"	"Gammarus pulex"	5291	"Crustacea"	"Gammaridae"	"Gammarus"	129.6	0.58	0.16	0	1	0
"S91"	"2018-06-05"	"Glossiphonia complanata"	5304	"Hirudinea"	"Glossiphoniidae"	"Glossiphonia"	1.6	1	-0.6	1	1	0
"S91"	"2018-06-05"	"Glossosoma boltoni"	5312	"Trichoptera"	"Glossosomatidae"	"Glossosoma"	15.2	0.62	-0.06	1	1	1
"S91"	"2018-06-05"	"Mesovelia furcata"	5966	"Heteroptera"	"Mesoveliidae"	"Mesovelia"	3.2	1	-0.56	1	1	0
"S91"	"2018-06-05"	"Hydropsyche instabilis"	5598	"Trichoptera"	"Hydropsychidae"	"Hydropsyche"	3.2	1	-1.03	1	1	0
"S91"	"2018-06-05"	"Hydropsyche siltalai"	5604	"Trichoptera"	"Hydropsychidae"	"Hydropsyche"	75.2	1	-1.03	1	1	0
"S91"	"2018-06-05"	"Halesus radiatus"	5376	"Trichoptera"	"Limnephilidae"	"Halesus"	16	1	-0.06	1	1	1
"S91"	"2018-06-05"	"Eloeophila sp."	9654	"Diptera"	"Limoniidae"	"Eloeophila"	2.4	1	-0.35	0	1	0
"S91"	"2018-06-05"	"Eiseniella tetraedra"	5075	"Oligochaeta"	"Lumbricidae"	"Eiseniella"	4	0.33	-1.1	1	1	0
"S91"	"2018-06-05"	"Ancylus fluviatilis"	4310	"Gastropoda"	"Planorbidae"	"Ancylus"	4.8	1	-1.94	1	1	0
"S91"	"2018-06-05"	"Spongilla lacustris"	6894	"Porifera"	"Spongillidae"	"Spongilla"	0.8			1	1	
"S91"	"2018-06-05"	"Rhyacophila fasciata ssp."	21233	"Trichoptera"	"Rhyacophilidae"	"Rhyacophila"	0.8	1	-0.06	0	1	0
"S91"	"2018-06-05"	"Elodes sp."	17791	"Coleoptera"	"Scirtidae"	"Elodes"	0.8	1	-1.15	1	1	0
"S91"	"2018-06-05"	"Sericostoma personatum"	6817	"Trichoptera"	"Sericostomatidae"	"Sericostoma"	24	1	-0.06	1	0	0
"S91"	"2018-06-05"	"Simulium sp."	6853	"Diptera"	"Simuliidae"	"Simulium"	2.4	0.38	-0.46	1	1	0
"S91"	"2018-06-05"	"Pisidium sp."	6425	"Bivalvia"	"Sphaeriidae"	"Pisidium"	8.8	1	-2.09	1	1	0
"S91"	"2018-06-05"	"Tinodes unicolor"	7068	"Trichoptera"	"Psychomyiidae"	"Tinodes"	0.8	0.5	-0.06	1	1	1
"S91"	"2018-06-05"	"Limnodrilus sp."	5866	"Oligochaeta"	"Tubificidae"	"Limnodrilus"	6.4	0.5	-0.93	1	1	0
"S91"	"2018-06-05"	"Dugesia lugubris"	5019	"Turbellaria"	"Dugesiidae"	"Dugesia"	45.6	1	-0.43	1	1	0
"S92"	"2019-06-05"	"Tanypodinae Gen. sp."	6972	"Diptera"	"Chironomidae"	"Tanypodinae"	14.4	0.42	-0.39	0	1	0
"S92"	"2019-06-05"	"Prodiamesa olivacea"	6583	"Diptera"	"Chironomidae"	"Prodiamesa"	8.8	0.42	-0.39	0	1	0
"S92"	"2019-06-05"	"Tanytarsini Gen. sp."	6977	"Diptera"	"Chironomidae"	"Tanytarsini"	17.6	0.42	-0.39	0	1	0
"S92"	"2019-06-05"	"Orthocladiinae Gen. sp."	6208	"Diptera"	"Chironomidae"	"Orthocladiinae"	0.8	0.42	-0.39	0	1	0
"S92"	"2019-06-05"	"Chironomini Gen. sp."	4644	"Diptera"	"Chironomidae"	"Chironomini"	19.2	0.42	-0.39	0	1	0
"S92"	"2019-06-05"	"Laccophilus sp."	18359	"Coleoptera"	"Dytiscidae"	"Laccophilus"	0.8	1	-0.81	0	1	0
"S92"	"2019-06-05"	"Erpobdella vilnensis"	5157	"Hirudinea"	"Erpobdellidae"	"Erpobdella"	32	1	-0.41	1	1	0
"S92"	"2019-06-05"	"Erpobdella nigricollis"	5158	"Hirudinea"	"Erpobdellidae"	"Erpobdella"	3.2	1	-0.41	1	1	0
"S92"	"2019-06-05"	"Gammarus pulex"	5291	"Crustacea"	"Gammaridae"	"Gammarus"	12	0.58	0.16	0	1	0
"S92"	"2019-06-05"	"Glossiphonia concolor"	5307	"Hirudinea"	"Glossiphoniidae"	"Glossiphonia"	2.4	1	-0.6	1	1	0
"S92"	"2019-06-05"	"Helophorus flavipes/obscurus"	20400	"Coleoptera"	"Helophoridae"	"Helophorus"	0.8	1	-0.89	1	1	0
"S92"	"2019-06-05"	"Helophorus sp."	17967	"Coleoptera"	"Helophoridae"	"Helophorus"	0.8	1	-0.89	1	1	0
"S92"	"2019-06-05"	"Limnephilus germanus"	5830	"Trichoptera"	"Limnephilidae"	"Limnephilus"	1.6	1	-0.06	1	1	1
"S92"	"2019-06-05"	"Eloeophila sp."	9654	"Diptera"	"Limoniidae"	"Eloeophila"	0.8	1	-0.35	0	1	0
"S92"	"2019-06-05"	"Eiseniella tetraedra"	5075	"Oligochaeta"	"Lumbricidae"	"Eiseniella"	56	0.33	-1.1	1	1	0
"S92"	"2019-06-05"	"Radix balthica"	16959	"Gastropoda"	"Lymnaeidae"	"Radix"	0.8	1	-0.64	1	1	0
"S92"	"2019-06-05"	"Nepa cinerea"	6118	"Heteroptera"	"Nepidae"	"Nepa"	0.8	1	-0.56	1	1	0
"S92"	"2019-06-05"	"Physa fontinalis"	6395	"Gastropoda"	"Physidae"	"Physa"	0.8	1	-1.64	1	1	0
"S92"	"2019-06-05"	"Anisus vortex"	4318	"Gastropoda"	"Planorbidae"	"Anisus"	11.2	1	-1.94	1	1	0
"S92"	"2019-06-05"	"Polycelis nigra/tenuis"	13666	"Turbellaria"	"Planariidae"	"Polycelis"	0.8	1	-0.43	1	1	0
"S93"	"2019-06-05"	"Baetis rhodani"	4415	"Ephemeroptera"	"Baetidae"	"Baetis"	1.6	0.5	0.02	0	1	0
"S93"	"2019-06-05"	"Ceratopogonidae Gen. sp."	4585	"Diptera"	"Ceratopogonidae"	"Ceratopogonidae"	2.4	0.33	-0.35	1	1	0
"S93"	"2019-06-05"	"Tanypodinae Gen. sp."	6972	"Diptera"	"Chironomidae"	"Tanypodinae"	128	0.42	-0.39	0	1	0
"S93"	"2019-06-05"	"Chironomini Gen. sp."	4644	"Diptera"	"Chironomidae"	"Chironomini"	32	0.42	-0.39	0	1	0
"S93"	"2019-06-05"	"Dicranota sp."	4955	"Diptera"	"Pediciidae"	"Dicranota"	4					
"S93"	"2019-06-05"	"Agabus bipustulatus"	17464	"Coleoptera"	"Dytiscidae"	"Agabus"	0.8	1	-0.81	0	1	0
"S93"	"2019-06-05"	"Platambus maculatus"	18649	"Coleoptera"	"Dytiscidae"	"Platambus"	3.2	1	-0.81	0	1	0
"S93"	"2019-06-05"	"Ilybius fuliginosus"	18307	"Coleoptera"	"Dytiscidae"	"Ilybius"	4	1	-0.81	0	1	0
"S93"	"2019-06-05"	"Ephemera lineata"	5127	"Ephemeroptera"	"Ephemeridae"	"Ephemera"	2.4	2	-0.3	1	0	0
"S93"	"2019-06-05"	"Ephemera danica"	5124	"Ephemeroptera"	"Ephemeridae"	"Ephemera"	6.4	2	-0.3	1	0	0
"S93"	"2019-06-05"	"Gammarus fossarum"	5288	"Crustacea"	"Gammaridae"	"Gammarus"	29.6	0.58	0.16	0	1	0
"S93"	"2019-06-05"	"Gammarus pulex"	5291	"Crustacea"	"Gammaridae"	"Gammarus"	312	0.58	0.16	0	1	0
"S93"	"2019-06-05"	"Alboglossiphonia heteroclita"	4261	"Hirudinea"	"Glossiphoniidae"	"Alboglossiphonia"	0.8	1	-0.6	1	1	0
"S93"	"2019-06-05"	"Helobdella stagnalis"	5413	"Hirudinea"	"Glossiphoniidae"	"Helobdella"	0.8	1	-0.6	1	1	0
"S93"	"2019-06-05"	"Helophorus sp."	17967	"Coleoptera"	"Helophoridae"	"Helophorus"	2.4	1	-0.89	1	1	0
"S93"	"2019-06-05"	"Velia caprai ssp."	19445	"Heteroptera"	"Veliidae"	"Velia"	0.8	1	-0.56	1	1	0
"S93"	"2019-06-05"	"Halesus rubricollis"	5377	"Trichoptera"	"Limnephilidae"	"Halesus"	5.6	1	-0.06	1	1	1
"S93"	"2019-06-05"	"Chaetopteryx villosa ssp."	21248	"Trichoptera"	"Limnephilidae"	"Chaetopteryx"	26.4	1	-0.06	1	1	1
"S93"	"2019-06-05"	"Limnephilus flavicornis"	5827	"Trichoptera"	"Limnephilidae"	"Limnephilus"	11.2	1	-0.06	1	1	1
"S93"	"2019-06-05"	"Limnephilus stigma"	5845	"Trichoptera"	"Limnephilidae"	"Limnephilus"	1.6	1	-0.06	1	1	1
"S93"	"2019-06-05"	"Eloeophila sp."	9654	"Diptera"	"Limoniidae"	"Eloeophila"	0.8	1	-0.35	0	1	0
"S93"	"2019-06-05"	"Radix balthica"	16959	"Gastropoda"	"Lymnaeidae"	"Radix"	16	1	-0.64	1	1	0
"S93"	"2019-06-05"	"Elodes sp."	17791	"Coleoptera"	"Scirtidae"	"Elodes"	13.6	1	-1.15	1	1	0
"S93"	"2019-06-05"	"Dugesia gonocephala"	5018	"Turbellaria"	"Dugesiidae"	"Dugesia"	4	1	-0.43	1	1	0
"S94"	"2018-06-06"	"Asellus aquaticus"	8691	"Crustacea"	"Asellidae"	"Asellus"	39.2	0.5	-0.46	1	1	0
"S94"	"2018-06-06"	"Proasellus coxalis"	8703	"Crustacea"	"Asellidae"	"Proasellus"	11.2	0.5	-0.46	1	1	0
"S94"	"2018-06-06"	"Bithynia tentaculata"	4462	"Gastropoda"	"Bithyniidae"	"Bithynia"	11.2	1	-1.82	1	1	0
"S94"	"2018-06-06"	"Ceratopogonidae Gen. sp."	4585	"Diptera"	"Ceratopogonidae"	"Ceratopogonidae"	1.6	0.33	-0.35	1	1	0
"S94"	"2018-06-06"	"Chalcolestes viridis"	4629	"Odonata"	"Lestidae"	"Chalcolestes"	0.8	1	-0.68	1	1	0
"S94"	"2018-06-06"	"Chironominae Gen. sp."	4643	"Diptera"	"Chironomidae"	"Chironominae"	37.6	0.42	-0.39	0	1	0
"S94"	"2018-06-06"	"Tanypodinae Gen. sp."	6972	"Diptera"	"Chironomidae"	"Tanypodinae"	42.4	0.42	-0.39	0	1	0
"S94"	"2018-06-06"	"Agabus sp."	17492	"Coleoptera"	"Dytiscidae"	"Agabus"	0.8	1	-0.81	0	1	0
"S94"	"2018-06-06"	"Platambus maculatus"	18649	"Coleoptera"	"Dytiscidae"	"Platambus"	2.4	1	-0.81	0	1	0
"S94"	"2018-06-06"	"Erpobdella octoculata"	5159	"Hirudinea"	"Erpobdellidae"	"Erpobdella"	3.2	1	-0.41	1	1	0
"S94"	"2018-06-06"	"Gammarus roeselii"	5292	"Crustacea"	"Gammaridae"	"Gammarus"	66.4	0.58	0.16	0	1	0
"S94"	"2018-06-06"	"Gammarus pulex"	5291	"Crustacea"	"Gammaridae"	"Gammarus"	46.4	0.58	0.16	0	1	0
"S94"	"2018-06-06"	"Glossiphonia complanata"	5304	"Hirudinea"	"Glossiphoniidae"	"Glossiphonia"	0.8	1	-0.6	1	1	0
"S94"	"2018-06-06"	"Helophorus aquaticus"	17914	"Coleoptera"	"Helophoridae"	"Helophorus"	4	1	-0.89	1	1	0
"S94"	"2018-06-06"	"Hydrophilidae Gen. sp."	18186	"Coleoptera"	"Hydrophilidae"	"Hydrophilidae"	1.6	1	-0.89	1	1	0
"S94"	"2018-06-06"	"Limnephilus lunatus"	5837	"Trichoptera"	"Limnephilidae"	"Limnephilus"	0.8	1	-0.06	1	1	1
"S94"	"2018-06-06"	"Radix balthica"	16959	"Gastropoda"	"Lymnaeidae"	"Radix"	14.4	1	-0.64	1	1	0
"S94"	"2018-06-06"	"Notonecta glauca ssp."	19375	"Heteroptera"	"Notonectidae"	"Notonecta"	0.8	1	-0.82	1	1	0
"S94"	"2018-06-06"	"Planorbis planorbis"	6436	"Gastropoda"	"Planorbidae"	"Planorbis"	0.8	1	-1.94	1	1	0
"S94"	"2018-06-06"	"Pisidium amnicum"	6409	"Bivalvia"	"Sphaeriidae"	"Pisidium"	27.2	1	-2.09	1	1	0
"S94"	"2018-06-06"	"Tubifex sp."	7115	"Oligochaeta"	"Tubificidae"	"Tubifex"	98.4	0.5	-0.93	1	1	0
"S94"	"2018-06-06"	"Limnodrilus sp."	5866	"Oligochaeta"	"Tubificidae"	"Limnodrilus"	6.4	0.5	-0.93	1	1	0
"S94"	"2018-06-06"	"Planaria torva"	6430	"Turbellaria"	"Planariidae"	"Planaria"	0.8	1	-0.43	1	1	0
"S95"	"2019-06-04"	"Asellus aquaticus"	8691	"Crustacea"	"Asellidae"	"Asellus"	8.8	0.5	-0.46	1	1	0
"S95"	"2019-06-04"	"Ceratopogonidae Gen. sp."	4585	"Diptera"	"Ceratopogonidae"	"Ceratopogonidae"	60	0.33	-0.35	1	1	0
"S95"	"2019-06-04"	"Chironomini Gen. sp."	4644	"Diptera"	"Chironomidae"	"Chironomini"	67.2	0.42	-0.39	0	1	0
"S95"	"2019-06-04"	"Tanypodinae Gen. sp."	6972	"Diptera"	"Chironomidae"	"Tanypodinae"	230.4	0.42	-0.39	0	1	0
"S95"	"2019-06-04"	"Tanytarsini Gen. sp."	6977	"Diptera"	"Chironomidae"	"Tanytarsini"	74.4	0.42	-0.39	0	1	0
"S95"	"2019-06-04"	"Prodiamesa olivacea"	6583	"Diptera"	"Chironomidae"	"Prodiamesa"	163.2	0.42	-0.39	0	1	0
"S95"	"2019-06-04"	"Dicranota sp."	4955	"Diptera"	"Pediciidae"	"Dicranota"	44.8					
"S95"	"2019-06-04"	"Agabus biguttatus"	17461	"Coleoptera"	"Dytiscidae"	"Agabus"	1.6	1	-0.81	0	1	0
"S95"	"2019-06-04"	"Agabus paludosus"	17485	"Coleoptera"	"Dytiscidae"	"Agabus"	2.4	1	-0.81	0	1	0
"S95"	"2019-06-04"	"Platambus maculatus"	18649	"Coleoptera"	"Dytiscidae"	"Platambus"	1.6	1	-0.81	0	1	0
"S95"	"2019-06-04"	"Laccophilus sp."	18359	"Coleoptera"	"Dytiscidae"	"Laccophilus"	2.4	1	-0.81	0	1	0
"S95"	"2019-06-04"	"Ilybius fuliginosus"	18307	"Coleoptera"	"Dytiscidae"	"Ilybius"	1.6	1	-0.81	0	1	0
"S95"	"2019-06-04"	"Erpobdella vilnensis"	5157	"Hirudinea"	"Erpobdellidae"	"Erpobdella"	2.4	1	-0.41	1	1	0
"S95"	"2019-06-04"	"Gammaridae Gen. sp."	10323	"Crustacea"	"Gammaridae"	"Gammaridae"	342.4	0.58	0.16	0	1	0
"S95"	"2019-06-04"	"Gammarus roeselii"	5292	"Crustacea"	"Gammaridae"	"Gammarus"	15.2	0.58	0.16	0	1	0
"S95"	"2019-06-04"	"Glossiphonia concolor"	5307	"Hirudinea"	"Glossiphoniidae"	"Glossiphonia"	0.8	1	-0.6	1	1	0
"S95"	"2019-06-04"	"Glossiphonia complanata"	5304	"Hirudinea"	"Glossiphoniidae"	"Glossiphonia"	3.2	1	-0.6	1	1	0
"S95"	"2019-06-04"	"Haliplus lineatocollis"	17893	"Coleoptera"	"Haliplidae"	"Haliplus"	1.6	1	-1.83	1	1	0
"S95"	"2019-06-04"	"Helophorus brevipalpis"	17919	"Coleoptera"	"Helophoridae"	"Helophorus"	10.4	1	-0.89	1	1	0
"S95"	"2019-06-04"	"Helophorus aquaticus"	17914	"Coleoptera"	"Helophoridae"	"Helophorus"	0.8	1	-0.89	1	1	0
"S95"	"2019-06-04"	"Potamopyrgus antipodarum"	8251	"Gastropoda"	"Hydrobiidae"	"Potamopyrgus"	0.8	0.75	-1.82	1	1	0
"S95"	"2019-06-04"	"Anacaena sp."	17507	"Coleoptera"	"Hydrophilidae"	"Anacaena"	0.8	1	-0.89	1	1	0
"S95"	"2019-06-04"	"Anacaena globulus"	17503	"Coleoptera"	"Hydrophilidae"	"Anacaena"	0.8	1	-0.89	1	1	0
"S95"	"2019-06-04"	"Habrophlebia lauta"	5370	"Ephemeroptera"	"Leptophlebiidae"	"Habrophlebia"	5.6	1	-0.3	1	0	0
"S95"	"2019-06-04"	"Limoniidae Gen. sp."	8483	"Diptera"	"Limoniidae"	"Limoniidae"	7.2	1	-0.35	0	1	0
"S95"	"2019-06-04"	"Radix balthica"	16959	"Gastropoda"	"Lymnaeidae"	"Radix"	0.8	1	-0.64	1	1	0
"S95"	"2019-06-04"	"Radix auricularia"	6669	"Gastropoda"	"Lymnaeidae"	"Radix"	0.8	1	-0.64	1	1	0
"S95"	"2019-06-04"	"Amphinemura sulcicollis"	4295	"Plecoptera"	"Nemouridae"	"Amphinemura"	0.8	1	0.25	1	0	0
"S95"	"2019-06-04"	"Elodes sp."	17791	"Coleoptera"	"Scirtidae"	"Elodes"	3.2	1	-1.15	1	1	0
"S95"	"2019-06-04"	"Simulium sp."	6853	"Diptera"	"Simuliidae"	"Simulium"	60.8	0.38	-0.46	1	1	0
"S95"	"2019-06-04"	"Pisidium sp."	6425	"Bivalvia"	"Sphaeriidae"	"Pisidium"	3.2	1	-2.09	1	1	0
"S95"	"2019-06-04"	"Tipulidae Gen. sp."	8487	"Diptera"	"Tipulidae"	"Tipulidae"	119.2	0.5	-0.35	0	1	0
"S95"	"2019-06-04"	"Polycelis tenuis"	6465	"Turbellaria"	"Planariidae"	"Polycelis"	6.4	1	-0.43	1	1	0
"S96"	"2019-06-06"	"Baetis vernus"	4427	"Ephemeroptera"	"Baetidae"	"Baetis"	35.2	0.5	-0.25	1	1	1
"S96"	"2019-06-06"	"Baetis sp."	4419	"Ephemeroptera"	"Baetidae"	"Baetis"	29.6	0.5	0.02	0	1	0
"S96"	"2019-06-06"	"Baetis rhodani"	4415	"Ephemeroptera"	"Baetidae"	"Baetis"	9.6	0.5	0.02	0	1	0
"S96"	"2019-06-06"	"Bithynia tentaculata"	4462	"Gastropoda"	"Bithyniidae"	"Bithynia"	18.4	1	-1.82	1	1	0
"S96"	"2019-06-06"	"Tanypodinae Gen. sp."	6972	"Diptera"	"Chironomidae"	"Tanypodinae"	13.6	0.42	-0.39	0	1	0
"S96"	"2019-06-06"	"Chironomidae Gen. sp."	4642	"Diptera"	"Chironomidae"	"Chironomidae"	151.2	0.42	-0.39	0	1	0
"S96"	"2019-06-06"	"Chironomini Gen. sp."	4644	"Diptera"	"Chironomidae"	"Chironomini"	4	0.42	-0.39	0	1	0
"S96"	"2019-06-06"	"Prodiamesa olivacea"	6583	"Diptera"	"Chironomidae"	"Prodiamesa"	9.6	0.42	-0.39	0	1	0
"S96"	"2019-06-06"	"Tanytarsini Gen. sp."	6977	"Diptera"	"Chironomidae"	"Tanytarsini"	60	0.42	-0.39	0	1	0
"S96"	"2019-06-06"	"Dicranota sp."	4955	"Diptera"	"Pediciidae"	"Dicranota"	9.6					
"S96"	"2019-06-06"	"Ephemera danica"	5124	"Ephemeroptera"	"Ephemeridae"	"Ephemera"	5.6	2	-0.3	1	0	0
"S96"	"2019-06-06"	"Erpobdella octoculata"	5159	"Hirudinea"	"Erpobdellidae"	"Erpobdella"	0.8	1	-0.41	1	1	0
"S96"	"2019-06-06"	"Gammarus pulex"	5291	"Crustacea"	"Gammaridae"	"Gammarus"	169.6	0.58	0.16	0	1	0
"S96"	"2019-06-06"	"Glossiphonia complanata"	5304	"Hirudinea"	"Glossiphoniidae"	"Glossiphonia"	1.6	1	-0.6	1	1	0
"S96"	"2019-06-06"	"Potamopyrgus antipodarum"	8251	"Gastropoda"	"Hydrobiidae"	"Potamopyrgus"	13.6	0.75	-1.82	1	1	0
"S96"	"2019-06-06"	"Limnephilus germanus"	5830	"Trichoptera"	"Limnephilidae"	"Limnephilus"	8	1	-0.06	1	1	1
"S96"	"2019-06-06"	"Chaetopteryx fusca/villosa"	8826	"Trichoptera"	"Limnephilidae"	"Chaetopteryx"	0.8	1	-0.06	1	1	1
"S96"	"2019-06-06"	"Eiseniella tetraedra"	5075	"Oligochaeta"	"Lumbricidae"	"Eiseniella"	0.8	0.33	-1.1	1	1	0
"S96"	"2019-06-06"	"Ptychoptera sp."	7492	"Diptera"	"Ptychopteridae"	"Ptychoptera"	2.4	0.75	-0.35	0	1	0
"S96"	"2019-06-06"	"Elodes sp."	17791	"Coleoptera"	"Scirtidae"	"Elodes"	0.8	1	-1.15	1	1	0
"S96"	"2019-06-06"	"Pisidium sp."	6425	"Bivalvia"	"Sphaeriidae"	"Pisidium"	0.8	1	-2.09	1	1	0
"S97"	"2019-06-03"	"Procloeon bifidum"	6574	"Ephemeroptera"	"Baetidae"	"Procloeon"	1.6	0.5	-0.25	1	1	1
"S97"	"2019-06-03"	"Centroptilum luteolum"	8850	"Ephemeroptera"	"Baetidae"	"Centroptilum"	1.6	0.5	-0.25	1	1	1
"S97"	"2019-06-03"	"Baetis sp."	4419	"Ephemeroptera"	"Baetidae"	"Baetis"	26.4	0.5	0.02	0	1	0
"S97"	"2019-06-03"	"Baetis rhodani"	4415	"Ephemeroptera"	"Baetidae"	"Baetis"	5.6	0.5	0.02	0	1	0
"S97"	"2019-06-03"	"Chironomidae Gen. sp."	4642	"Diptera"	"Chironomidae"	"Chironomidae"	8	0.42	-0.39	0	1	0
"S97"	"2019-06-03"	"Dicranota sp."	4955	"Diptera"	"Pediciidae"	"Dicranota"	4.8					
"S97"	"2019-06-03"	"Platambus maculatus"	18649	"Coleoptera"	"Dytiscidae"	"Platambus"	4	1	-0.81	0	1	0
"S97"	"2019-06-03"	"Ecdyonurus venosus"	5058	"Ephemeroptera"	"Heptageniidae"	"Ecdyonurus"	1.6	0.5	-0.3	1	1	1
"S97"	"2019-06-03"	"Limnius volckmari"	18421	"Coleoptera"	"Elmidae"	"Limnius"	0.8	2	-1.15	1	1	0
"S97"	"2019-06-03"	"Serratella ignita"	5131	"Ephemeroptera"	"Ephemerellidae"	"Serratella"	0.8	1	-0.3	1	0	0
"S97"	"2019-06-03"	"Ephemera lineata"	5127	"Ephemeroptera"	"Ephemeridae"	"Ephemera"	4	2	-0.3	1	0	0
"S97"	"2019-06-03"	"Erpobdella octoculata"	5159	"Hirudinea"	"Erpobdellidae"	"Erpobdella"	0.8	1	-0.41	1	1	0
"S97"	"2019-06-03"	"Gammarus pulex"	5291	"Crustacea"	"Gammaridae"	"Gammarus"	30.4	0.58	0.16	0	1	0
"S97"	"2019-06-03"	"Hydropsyche angustipennis ssp."	21230	"Trichoptera"	"Hydropsychidae"	"Hydropsyche"	0.8	1	-1.03	1	1	0
"S97"	"2019-06-03"	"Hydropsyche dinarica"	5594	"Trichoptera"	"Hydropsychidae"	"Hydropsyche"	0.8	1	-1.03	1	1	0
"S97"	"2019-06-03"	"Hydropsyche siltalai"	5604	"Trichoptera"	"Hydropsychidae"	"Hydropsyche"	1.6	1	-1.03	1	1	0
"S97"	"2019-06-03"	"Lepidostoma basale"	5713	"Trichoptera"	"Lepidostomatidae"	"Lepidostoma"	4	1	-0.06	1	1	1
"S97"	"2019-06-03"	"Athripsodes albifrons"	4366	"Trichoptera"	"Leptoceridae"	"Athripsodes"	0.8	1	-0.06	1	0	0
"S97"	"2019-06-03"	"Mystacides azurea"	6062	"Trichoptera"	"Leptoceridae"	"Mystacides"	4	1	-0.06	1	0	0
"S97"	"2019-06-03"	"Athripsodes bilineatus ssp."	21232	"Trichoptera"	"Leptoceridae"	"Athripsodes"	0.8	1	-0.06	1	0	0
